,age,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome
23131,58,83,2,999,0,1.4,93.444,-36.1,4.965,5228.1,6,1,2,0,0,0,0,1,3,1
26303,29,93,1,999,1,-0.1,93.2,-42.0,4.076,5195.8,9,2,6,0,2,0,0,7,2,0
14010,40,919,2,999,0,1.4,93.918,-42.7,4.963,5228.1,9,2,5,0,2,2,0,3,0,1
8693,29,209,2,999,0,1.4,94.465,-41.8,4.864,5228.1,7,1,3,0,0,0,1,4,4,1
31775,45,355,1,999,0,-1.8,92.893,-46.2,1.327,5099.1,0,0,2,1,2,0,0,6,2,1
30888,44,71,1,999,0,-1.8,92.893,-46.2,1.344,5099.1,4,1,6,0,2,0,0,6,3,1
34618,33,551,2,999,0,-1.8,92.893,-46.2,1.266,5099.1,1,1,2,1,1,1,0,6,2,1
38129,70,399,2,999,0,-3.4,92.379,-29.8,0.741,5017.5,5,0,6,0,0,0,0,9,0,1
40523,33,107,1,999,0,-1.7,94.027,-38.3,0.89,4991.6,0,0,3,0,0,0,1,1,0,1
15001,30,397,1,999,0,1.4,93.918,-42.7,4.958,5228.1,0,1,1,0,2,0,0,3,2,1
16447,21,160,1,999,0,1.4,93.918,-42.7,4.963,5228.1,1,1,2,0,0,0,0,3,4,1
32700,35,262,3,999,0,-1.8,92.893,-46.2,1.299,5099.1,9,1,6,0,2,0,0,6,1,1
22327,30,183,7,999,0,1.4,93.444,-36.1,4.963,5228.1,9,2,6,0,0,0,0,1,2,1
5278,57,268,1,999,0,1.1,93.994,-36.4,4.857,5191.0,4,1,6,0,2,0,1,6,0,1
3840,49,283,3,999,0,1.1,93.994,-36.4,4.859,5191.0,1,1,2,1,0,0,1,6,0,1
37609,25,286,1,999,0,-2.9,92.201,-31.4,0.861,5076.2,0,2,6,0,0,0,0,1,1,1
7926,51,147,1,999,0,1.4,94.465,-41.8,4.865,5228.1,9,1,5,0,0,2,1,4,1,1
28364,21,374,3,999,0,-1.8,93.075,-47.1,1.435,5099.1,7,2,3,0,2,0,0,0,2,1
10802,38,89,3,999,0,1.4,94.465,-41.8,4.962,5228.1,10,1,2,1,2,0,1,4,4,1
15987,41,126,3,999,0,1.4,93.918,-42.7,4.961,5228.1,0,0,3,0,0,0,0,3,3,1
21696,55,392,3,999,0,1.4,93.444,-36.1,4.963,5228.1,7,1,3,0,2,0,0,1,3,1
13050,55,554,3,999,0,1.4,93.918,-42.7,4.962,5228.1,5,1,1,1,2,0,1,3,3,1
7547,34,371,2,999,0,1.1,93.994,-36.4,4.864,5191.0,0,1,6,0,0,0,1,6,0,1
18704,38,114,4,999,0,1.4,93.918,-42.7,4.968,5228.1,1,2,1,0,0,0,1,3,2,1
6557,42,209,1,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,2,0,2,0,1,6,4,1
32489,38,295,2,999,0,-1.8,92.893,-46.2,1.313,5099.1,0,1,3,0,1,1,0,6,0,1
29952,37,106,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,7,1,3,0,2,0,0,0,1,1
15798,19,87,4,999,0,1.4,93.918,-42.7,4.96,5228.1,8,2,2,1,2,0,0,3,1,1
28714,32,670,1,999,0,-1.8,93.075,-47.1,1.41,5099.1,0,2,6,0,0,0,0,0,2,1
2294,51,1386,1,999,0,1.1,93.994,-36.4,4.856,5191.0,10,1,2,1,0,0,1,6,3,1
33621,33,496,2,999,1,-1.8,92.893,-46.2,1.281,5099.1,1,1,0,0,0,2,0,6,4,0
1258,33,226,1,999,0,1.1,93.994,-36.4,4.855,5191.0,0,2,3,1,2,0,1,6,2,1
16954,38,147,3,999,0,1.4,93.918,-42.7,4.962,5228.1,1,2,3,1,0,0,0,3,2,1
3581,29,213,1,999,0,1.1,93.994,-36.4,4.859,5191.0,1,2,1,0,0,0,1,6,0,1
11608,46,47,4,999,0,1.4,94.465,-41.8,4.959,5228.1,0,1,3,0,0,0,1,4,0,1
17310,56,188,14,999,0,1.4,93.918,-42.7,4.962,5228.1,9,1,2,1,0,0,0,3,0,1
35654,41,276,4,10,1,-1.8,92.893,-46.2,1.244,5099.1,10,1,5,0,0,0,0,6,1,2
13903,50,41,2,999,0,1.4,93.918,-42.7,4.963,5228.1,9,0,5,0,2,0,1,3,0,1
10684,28,256,9,999,0,1.4,94.465,-41.8,4.961,5228.1,8,2,3,1,0,0,1,4,3,1
22454,48,119,2,999,0,1.4,93.444,-36.1,4.964,5228.1,7,1,0,1,2,0,0,1,0,1
17669,57,127,6,999,0,1.4,93.918,-42.7,4.962,5228.1,0,1,5,0,1,1,0,3,1,1
38820,52,632,1,999,1,-3.4,92.649,-30.1,0.714,5017.5,9,1,5,0,2,0,0,7,0,0
38235,29,181,2,999,0,-3.4,92.431,-26.9,0.743,5017.5,10,0,3,0,0,0,0,8,1,1
3013,51,91,7,999,0,1.1,93.994,-36.4,4.859,5191.0,6,1,0,1,0,2,1,6,4,1
12411,52,200,4,999,0,1.4,93.918,-42.7,4.96,5228.1,4,0,6,0,0,0,0,3,1,1
9186,35,358,1,999,0,1.4,94.465,-41.8,4.967,5228.1,0,2,6,0,2,0,1,4,0,1
10065,32,12,3,999,0,1.4,94.465,-41.8,4.958,5228.1,4,2,6,0,2,0,1,4,2,1
1100,38,548,2,999,0,1.1,93.994,-36.4,4.856,5191.0,1,1,0,0,0,0,1,6,4,1
36299,49,215,2,999,0,-2.9,92.963,-40.8,1.266,5076.2,4,1,6,0,0,0,0,4,1,1
31215,25,333,1,999,0,-1.8,92.893,-46.2,1.334,5099.1,7,2,3,0,0,0,0,6,4,1
24583,34,788,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,2,1,1,1,2,0,0,7,1,1
37424,36,82,1,999,0,-2.9,92.201,-31.4,0.879,5076.2,0,2,6,0,0,0,0,1,4,1
14273,35,85,2,999,0,1.4,93.918,-42.7,4.962,5228.1,1,1,3,0,2,0,0,3,1,1
18046,45,77,1,999,0,1.4,93.918,-42.7,4.963,5228.1,0,2,5,0,2,0,0,3,4,1
25383,58,180,1,999,1,-0.1,93.2,-42.0,4.153,5195.8,1,1,2,0,2,0,0,7,3,0
5183,41,206,1,999,0,1.1,93.994,-36.4,4.857,5191.0,9,1,6,0,0,0,1,6,0,1
30755,48,233,1,999,0,-1.8,92.893,-46.2,1.344,5099.1,1,2,0,1,2,2,0,6,3,1
4802,57,221,1,999,0,1.1,93.994,-36.4,4.858,5191.0,3,1,0,0,0,2,1,6,4,1
13461,45,130,6,999,0,1.4,93.918,-42.7,4.962,5228.1,9,1,5,1,0,0,1,3,4,1
23315,52,352,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0,1,3,0,2,2,0,1,4,1
8541,42,365,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0,1,1,0,2,2,1,4,4,1
36651,31,1094,1,999,0,-2.9,92.963,-40.8,1.26,5076.2,4,2,6,0,0,0,0,4,2,1
3212,42,207,1,999,0,1.1,93.994,-36.4,4.86,5191.0,6,1,6,0,0,0,1,6,2,1
16693,35,408,3,999,0,1.4,93.918,-42.7,4.963,5228.1,4,2,7,0,2,2,0,3,4,1
3807,28,1128,3,999,0,1.1,93.994,-36.4,4.859,5191.0,0,2,6,0,2,0,1,6,0,1
31701,36,426,1,999,0,-1.8,92.893,-46.2,1.327,5099.1,9,2,3,0,2,0,0,6,2,1
13844,35,333,1,999,0,1.4,93.918,-42.7,4.963,5228.1,1,1,2,1,2,0,0,3,0,1
33546,33,114,5,999,0,-1.8,92.893,-46.2,1.291,5099.1,9,2,3,0,0,0,1,6,3,1
12981,38,452,3,999,0,1.4,93.918,-42.7,4.962,5228.1,0,1,6,0,2,2,0,3,3,1
619,41,241,3,999,0,1.1,93.994,-36.4,4.857,5191.0,0,1,2,0,2,0,1,6,3,1
29123,48,324,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,1,6,0,0,0,0,0,0,1
4936,31,69,4,999,0,1.1,93.994,-36.4,4.858,5191.0,9,1,3,0,2,0,1,6,4,1
11943,47,655,4,999,0,1.4,94.465,-41.8,4.958,5228.1,1,1,0,0,2,0,1,4,1,1
6760,34,124,1,999,0,1.1,93.994,-36.4,4.857,5191.0,7,2,2,1,2,2,1,6,4,1
39230,34,295,1,999,0,-1.8,93.369,-34.8,0.652,5008.7,0,2,6,0,2,2,0,5,3,1
35842,45,78,1,999,1,-1.8,92.893,-46.2,1.259,5099.1,0,1,7,0,0,0,0,6,0,0
29372,41,1038,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,1,2,1,2,0,0,0,0,1
29184,37,463,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,1,3,0,0,2,0,0,0,0
23836,59,28,1,999,0,1.4,93.444,-36.1,4.963,5228.1,5,1,6,0,2,0,0,1,0,1
27870,36,220,3,999,0,-1.8,92.843,-50.0,1.584,5099.1,0,1,3,0,2,0,0,5,2,1
24953,57,193,1,999,0,-0.1,93.2,-42.0,4.153,5195.8,5,1,5,0,1,1,0,7,3,1
6580,30,821,2,999,0,1.1,93.994,-36.4,4.857,5191.0,7,1,2,0,2,0,1,6,4,1
33102,41,217,3,999,0,-1.8,92.893,-46.2,1.291,5099.1,1,1,2,0,2,0,0,6,3,1
8037,52,140,3,999,0,1.4,94.465,-41.8,4.865,5228.1,1,1,0,0,2,0,1,4,1,1
28062,45,905,1,999,1,-1.8,93.075,-47.1,1.479,5099.1,1,1,0,1,2,0,0,0,0,0
16895,50,78,1,999,0,1.4,93.918,-42.7,4.962,5228.1,1,1,2,1,2,0,0,3,2,1
39773,29,158,1,13,3,-1.8,93.876,-40.0,0.701,5008.7,9,2,3,0,0,0,0,6,1,0
1151,41,223,2,999,0,1.1,93.994,-36.4,4.855,5191.0,0,1,3,0,2,2,1,6,2,1
34387,23,7,5,999,1,-1.8,92.893,-46.2,1.266,5099.1,0,1,3,0,0,2,0,6,2,0
27137,33,60,1,999,0,-0.1,93.2,-42.0,4.021,5195.8,1,2,0,0,0,0,0,7,0,1
11681,53,9,4,999,0,1.4,94.465,-41.8,4.959,5228.1,7,1,2,1,2,0,1,4,0,1
28216,42,615,1,999,1,-1.8,93.075,-47.1,1.453,5099.1,9,0,5,0,0,0,0,0,3,0
36642,32,119,2,999,0,-2.9,92.963,-40.8,1.26,5076.2,4,1,3,0,2,2,0,4,2,1
34884,39,233,1,999,1,-1.8,92.893,-46.2,1.25,5099.1,2,2,6,0,2,2,0,6,0,0
41110,34,200,1,3,1,-1.1,94.767,-50.8,1.046,4963.6,9,1,7,0,2,0,0,7,3,2
20334,40,236,7,999,0,1.4,93.444,-36.1,4.966,5228.1,4,1,3,1,2,0,0,1,3,1
13474,32,75,1,999,0,1.4,93.918,-42.7,4.963,5228.1,0,0,6,0,0,0,0,3,2,1
19337,31,184,1,999,0,1.4,93.444,-36.1,4.967,5228.1,9,2,6,0,1,1,0,1,4,1
4399,30,309,1,999,0,1.1,93.994,-36.4,4.856,5191.0,1,2,3,0,2,0,1,6,3,1
13329,39,225,2,999,0,1.4,93.918,-42.7,4.962,5228.1,9,1,5,0,2,0,0,3,4,1
19245,32,720,1,999,0,1.4,93.444,-36.1,4.967,5228.1,9,2,5,0,0,0,0,1,4,1
23894,37,115,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0,1,6,0,0,0,1,1,0,1
26367,38,112,1,999,0,-0.1,93.2,-42.0,4.076,5195.8,4,1,5,0,0,0,0,7,2,1
27565,58,39,2,999,0,-0.1,93.2,-42.0,4.021,5195.8,4,0,6,0,2,0,1,7,0,1
31455,33,85,4,999,0,-1.8,92.893,-46.2,1.334,5099.1,4,1,6,0,2,0,0,6,4,1
556,42,1297,3,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,3,0,0,2,1,6,3,1
29483,31,201,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,2,6,0,2,0,0,0,1,1
39485,57,595,3,999,1,-1.8,93.749,-34.6,0.642,5008.7,3,1,0,0,2,0,1,0,4,0
39440,35,176,1,999,0,-1.8,93.749,-34.6,0.642,5008.7,0,1,6,0,2,0,0,0,1,1
22785,58,129,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0,1,6,0,0,0,0,1,1,1
24293,49,165,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,2,1,6,0,2,0,0,7,1,1
39917,37,671,3,999,0,-1.7,94.055,-39.8,0.739,4991.6,0,1,3,0,0,0,0,4,4,1
29719,31,291,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,6,1,6,0,2,0,0,0,1,1
20994,34,214,2,999,0,1.4,93.444,-36.1,4.964,5228.1,9,2,6,0,0,0,1,1,2,1
1825,53,231,2,999,0,1.1,93.994,-36.4,4.855,5191.0,0,1,6,1,2,0,1,6,0,1
29292,55,171,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,4,1,6,0,0,0,0,0,0,1
27933,66,64,1,999,0,-1.8,92.843,-50.0,1.531,5099.1,5,1,7,0,2,0,1,5,0,1
35361,27,109,3,999,0,-1.8,92.893,-46.2,1.25,5099.1,0,1,5,0,2,0,0,6,0,1
8882,40,265,2,999,0,1.4,94.465,-41.8,4.866,5228.1,7,0,3,0,0,0,1,4,2,1
8550,37,193,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0,0,6,0,0,0,1,4,4,1
38182,28,160,2,4,1,-3.4,92.431,-26.9,0.752,5017.5,10,2,0,0,2,0,0,8,0,2
10099,58,43,1,999,0,1.4,94.465,-41.8,4.958,5228.1,2,1,6,1,2,2,1,4,2,1
37684,56,89,1,999,0,-2.9,92.201,-31.4,0.854,5076.2,3,0,0,0,0,0,0,1,4,1
696,42,114,2,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,0,1,0,0,1,6,3,1
28907,41,249,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,4,1,6,0,2,2,0,0,0,1
11354,39,112,4,999,0,1.4,94.465,-41.8,4.961,5228.1,1,1,2,0,1,1,1,4,2,1
31001,40,211,2,999,0,-1.8,92.893,-46.2,1.344,5099.1,9,1,5,0,2,0,0,6,3,1
35657,38,178,1,999,0,-1.8,92.893,-46.2,1.244,5099.1,1,1,0,1,2,0,0,6,1,1
39414,53,222,2,999,0,-1.8,93.749,-34.6,0.64,5008.7,4,0,6,0,2,0,0,0,2,1
40896,27,309,2,999,1,-1.1,94.601,-49.5,0.972,4963.6,8,2,7,0,2,0,0,8,0,0
10923,51,339,2,999,0,1.4,94.465,-41.8,4.962,5228.1,1,0,7,1,1,1,1,4,4,1
6255,28,466,2,999,0,1.1,93.994,-36.4,4.857,5191.0,7,2,3,0,2,2,1,6,3,1
33060,47,911,3,999,0,-1.8,92.893,-46.2,1.299,5099.1,0,2,3,0,2,0,0,6,1,1
37478,32,282,1,999,0,-2.9,92.201,-31.4,0.873,5076.2,1,2,2,0,2,0,0,1,2,1
21855,31,124,2,999,0,1.4,93.444,-36.1,4.964,5228.1,0,2,6,0,2,0,0,1,4,1
15308,53,121,2,999,0,1.4,93.918,-42.7,4.957,5228.1,7,0,2,0,2,0,0,3,0,1
38680,34,464,5,999,1,-3.4,92.649,-30.1,0.716,5017.5,10,2,6,0,0,0,0,7,0,0
34122,35,272,4,999,1,-1.8,92.893,-46.2,1.281,5099.1,2,1,6,0,2,0,0,6,4,0
39450,48,220,2,999,1,-1.8,93.749,-34.6,0.644,5008.7,0,1,6,0,2,0,0,0,2,0
24038,29,150,1,999,0,-0.1,93.798,-40.4,4.912,5195.8,9,2,5,0,2,0,1,8,1,1
34743,29,460,2,999,0,-1.8,92.893,-46.2,1.266,5099.1,0,2,2,1,0,0,0,6,2,1
34598,33,444,1,999,0,-1.8,92.893,-46.2,1.266,5099.1,0,1,6,0,2,2,0,6,2,1
28548,45,651,4,999,0,-1.8,93.075,-47.1,1.415,5099.1,7,1,3,0,2,0,0,0,4,1
35653,26,123,1,999,0,-1.8,92.893,-46.2,1.244,5099.1,8,2,3,0,0,0,0,6,1,1
13645,31,259,1,999,0,1.4,93.918,-42.7,4.963,5228.1,6,1,2,0,0,0,0,3,2,1
41183,73,334,1,999,0,-1.1,94.767,-50.8,1.028,4963.6,5,1,5,0,2,0,0,7,0,1
19719,45,430,3,999,0,1.4,93.444,-36.1,4.968,5228.1,9,1,6,0,0,0,1,1,2,1
40792,28,744,1,999,0,-1.1,94.199,-37.5,0.878,4963.6,1,2,6,0,1,1,0,9,2,1
545,43,161,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,1,5,0,2,2,1,6,3,1
10658,32,1162,2,999,0,1.4,94.465,-41.8,4.961,5228.1,0,2,6,0,2,0,1,4,3,1
4710,33,425,1,999,0,1.1,93.994,-36.4,4.858,5191.0,7,1,3,0,0,2,1,6,4,1
37544,62,172,4,999,0,-2.9,92.201,-31.4,0.869,5076.2,5,1,7,0,0,0,0,1,0,1
267,31,332,2,999,0,1.1,93.994,-36.4,4.857,5191.0,8,2,6,1,0,0,1,6,1,1
29779,39,861,6,999,1,-1.8,93.075,-47.1,1.405,5099.1,9,2,6,0,2,2,0,0,1,0
34794,27,167,4,999,0,-1.8,92.893,-46.2,1.266,5099.1,0,2,2,0,2,2,0,6,2,1
12458,56,621,2,999,0,1.4,93.918,-42.7,4.96,5228.1,5,1,0,0,2,0,0,3,1,1
6516,34,199,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,2,3,0,2,0,1,6,4,1
9196,33,862,11,999,0,1.4,94.465,-41.8,4.967,5228.1,1,1,5,0,2,0,1,4,0,1
6694,29,298,5,999,0,1.1,93.994,-36.4,4.857,5191.0,1,2,5,0,0,0,1,6,4,1
29819,37,1010,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,7,1,3,0,0,0,0,0,1,1
18288,32,675,3,999,0,1.4,93.918,-42.7,4.963,5228.1,4,2,6,0,0,0,0,3,4,1
10362,36,135,1,999,0,1.4,94.465,-41.8,4.96,5228.1,4,1,6,0,2,2,1,4,1,1
15091,50,224,1,999,0,1.4,93.918,-42.7,4.958,5228.1,1,1,7,1,2,0,0,3,2,1
7387,25,25,4,999,0,1.1,93.994,-36.4,4.864,5191.0,1,1,1,0,0,0,1,6,0,1
8999,32,97,2,999,0,1.4,94.465,-41.8,4.866,5228.1,7,1,3,1,0,0,1,4,2,1
38699,26,371,2,999,2,-3.4,92.649,-30.1,0.715,5017.5,0,2,3,0,0,0,0,7,1,0
18039,40,102,2,999,0,1.4,93.918,-42.7,4.963,5228.1,3,1,1,0,2,0,0,3,4,1
36689,31,276,2,999,0,-2.9,92.963,-40.8,1.268,5076.2,9,1,6,0,2,0,0,4,0,1
17812,29,145,2,999,0,1.4,93.918,-42.7,4.961,5228.1,7,0,3,1,0,0,0,3,3,1
32248,38,98,1,999,0,-1.8,92.893,-46.2,1.313,5099.1,1,1,2,0,2,0,0,6,0,1
13846,37,23,1,999,0,1.4,93.918,-42.7,4.963,5228.1,1,1,2,0,2,0,0,3,0,1
24903,36,144,1,999,0,-0.1,93.2,-42.0,4.153,5195.8,10,1,1,0,2,0,0,7,3,1
15791,28,1080,4,999,0,1.4,93.918,-42.7,4.96,5228.1,9,1,2,0,2,0,0,3,1,1
15203,31,186,2,999,0,1.4,93.918,-42.7,4.958,5228.1,7,2,3,0,0,0,0,3,2,1
15709,36,853,1,999,0,1.4,93.918,-42.7,4.96,5228.1,1,1,2,0,0,0,0,3,1,1
11539,42,26,17,999,0,1.4,94.465,-41.8,4.959,5228.1,0,1,1,0,0,0,1,4,0,1
20635,58,225,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0,1,6,0,2,0,0,1,4,1
10692,35,117,3,999,0,1.4,94.465,-41.8,4.961,5228.1,9,1,5,0,2,0,1,4,3,1
18008,29,70,2,999,0,1.4,93.918,-42.7,4.963,5228.1,1,1,3,0,2,2,0,3,4,1
40695,32,175,2,999,0,-1.1,94.199,-37.5,0.879,4963.6,9,1,6,0,0,0,0,9,1,1
5315,41,106,6,999,0,1.1,93.994,-36.4,4.857,5191.0,4,1,6,0,0,0,1,6,0,1
28558,35,225,2,999,0,-1.8,93.075,-47.1,1.415,5099.1,9,1,5,0,0,0,0,0,4,1
7719,43,745,12,999,0,1.1,93.994,-36.4,4.864,5191.0,1,1,0,1,0,0,1,6,0,1
35286,32,122,8,999,0,-1.8,92.893,-46.2,1.25,5099.1,1,1,2,0,0,0,0,6,0,1
22755,44,363,5,999,0,1.4,93.444,-36.1,4.965,5228.1,1,1,0,1,0,0,0,1,1,1
1125,37,149,1,999,0,1.1,93.994,-36.4,4.856,5191.0,4,1,3,1,0,0,1,6,4,1
37777,57,349,1,999,0,-2.9,92.201,-31.4,0.843,5076.2,5,1,6,0,2,0,0,1,1,1
33532,57,149,5,999,1,-1.8,92.893,-46.2,1.291,5099.1,5,0,2,0,2,0,1,6,3,0
14492,38,815,4,999,0,1.4,93.918,-42.7,4.961,5228.1,9,2,5,0,0,0,0,3,3,1
485,36,176,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,1,6,0,1,1,1,6,3,1
3378,58,30,2,999,0,1.1,93.994,-36.4,4.86,5191.0,5,0,6,0,2,0,1,6,2,1
29020,40,289,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,2,1,1,0,0,0,0,0,1
40667,80,378,4,999,0,-1.1,94.199,-37.5,0.879,4963.6,5,0,0,0,2,0,1,9,2,1
6612,27,201,1,999,0,1.1,93.994,-36.4,4.857,5191.0,9,1,3,0,0,0,1,6,4,1
6720,39,239,2,999,0,1.1,93.994,-36.4,4.857,5191.0,7,1,3,0,0,0,1,6,4,1
9738,52,699,2,999,0,1.4,94.465,-41.8,4.961,5228.1,2,1,2,1,2,0,1,4,1,1
28796,42,380,3,999,0,-1.8,93.075,-47.1,1.41,5099.1,0,0,3,0,0,0,0,0,2,1
24326,47,53,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,4,1,2,0,0,0,1,7,1,1
15363,35,222,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,1,2,0,0,0,0,3,0,1
11847,28,819,2,999,0,1.4,94.465,-41.8,4.959,5228.1,0,1,6,0,0,0,1,4,0,1
11673,31,16,8,999,0,1.4,94.465,-41.8,4.959,5228.1,8,2,7,1,2,0,1,4,0,1
27140,38,1055,1,999,0,-0.1,93.2,-42.0,4.021,5195.8,1,1,1,1,2,0,0,7,0,1
866,37,254,1,999,0,1.1,93.994,-36.4,4.856,5191.0,9,1,5,0,2,0,1,6,4,1
11774,59,9,5,999,0,1.4,94.465,-41.8,4.959,5228.1,2,1,6,0,0,0,1,4,0,1
4451,37,335,1,999,0,1.1,93.994,-36.4,4.856,5191.0,7,1,3,1,0,2,1,6,3,1
10557,25,71,1,999,0,1.4,94.465,-41.8,4.961,5228.1,1,1,2,1,0,0,1,4,3,1
13557,39,298,1,999,0,1.4,93.918,-42.7,4.963,5228.1,1,1,1,0,0,0,0,3,2,1
31138,31,153,1,999,0,-1.8,92.893,-46.2,1.334,5099.1,1,2,3,0,0,0,0,6,4,1
1013,51,98,1,999,0,1.1,93.994,-36.4,4.856,5191.0,2,1,6,0,0,0,1,6,4,1
40122,29,88,1,999,2,-1.7,94.215,-40.3,0.835,4991.6,0,1,6,0,2,0,0,3,3,0
19108,31,935,1,999,0,1.4,93.444,-36.1,4.968,5228.1,9,2,5,0,2,0,0,1,3,1
30303,30,1373,2,999,0,-1.8,93.075,-47.1,1.365,5099.1,9,1,6,0,2,2,0,0,2,1
14616,33,211,6,999,0,1.4,93.918,-42.7,4.961,5228.1,10,2,7,0,0,0,0,3,3,1
5077,57,128,1,999,0,1.1,93.994,-36.4,4.857,5191.0,5,2,3,0,2,0,1,6,0,1
33333,33,184,1,999,0,-1.8,92.893,-46.2,1.291,5099.1,1,2,0,0,2,0,0,6,3,1
12326,41,101,1,999,0,1.4,93.918,-42.7,4.959,5228.1,2,1,0,0,0,0,1,3,0,1
28733,47,150,1,999,0,-1.8,93.075,-47.1,1.41,5099.1,2,1,6,0,2,0,0,0,2,1
41127,61,386,2,999,0,-1.1,94.767,-50.8,1.044,4963.6,0,1,3,0,2,2,0,7,4,1
37373,58,373,4,999,0,-2.9,92.201,-31.4,0.883,5076.2,0,1,6,0,0,0,0,1,3,1
12346,42,426,3,999,0,1.4,93.918,-42.7,4.959,5228.1,0,0,6,0,2,0,1,3,0,1
36808,23,92,1,999,1,-2.9,92.963,-40.8,1.26,5076.2,0,2,3,0,0,0,0,4,1,0
31850,42,560,3,999,0,-1.8,92.893,-46.2,1.327,5099.1,1,2,0,0,2,0,0,6,2,1
5810,46,291,2,999,0,1.1,93.994,-36.4,4.857,5191.0,6,1,2,1,0,2,1,6,1,1
37503,27,103,1,4,1,-2.9,92.201,-31.4,0.873,5076.2,9,2,6,0,0,0,0,1,2,2
18433,45,291,1,999,0,1.4,93.918,-42.7,4.968,5228.1,1,2,6,0,0,0,0,3,2,1
23214,29,155,3,999,0,1.4,93.444,-36.1,4.965,5228.1,0,2,6,0,2,0,0,1,3,1
35994,31,314,2,999,0,-1.8,92.893,-46.2,1.266,5099.1,1,2,5,0,0,0,0,6,3,1
655,33,322,2,999,0,1.1,93.994,-36.4,4.857,5191.0,7,1,3,0,0,0,1,6,3,1
24201,53,64,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,10,1,6,0,2,0,0,7,1,1
28504,71,129,2,999,0,-1.8,93.075,-47.1,1.423,5099.1,5,1,0,0,0,0,1,0,3,1
18818,59,7,21,999,0,1.4,93.918,-42.7,4.968,5228.1,3,1,0,0,0,2,0,3,2,1
41017,45,738,3,6,1,-1.1,94.601,-49.5,1.029,4963.6,0,1,3,0,2,0,0,8,0,2
35667,55,336,1,999,1,-1.8,92.893,-46.2,1.244,5099.1,7,1,3,0,0,0,0,6,1,0
35932,46,70,1,999,0,-1.8,92.893,-46.2,1.264,5099.1,0,2,6,0,0,0,0,6,1,1
9904,50,586,1,999,0,1.4,94.465,-41.8,4.959,5228.1,1,1,1,1,0,0,1,4,4,1
841,38,216,1,999,0,1.1,93.994,-36.4,4.856,5191.0,9,1,5,0,0,0,1,6,4,1
19457,32,64,1,999,0,1.4,93.444,-36.1,4.968,5228.1,9,2,6,0,0,0,0,1,2,1
34384,27,1166,1,999,0,-1.8,92.893,-46.2,1.266,5099.1,0,1,5,0,2,0,0,6,2,1
7880,32,215,1,999,0,1.4,94.465,-41.8,4.865,5228.1,0,2,6,0,1,1,1,4,1,1
11837,29,21,3,999,0,1.4,94.465,-41.8,4.959,5228.1,0,1,3,0,2,0,1,4,0,1
27615,58,321,3,999,1,-0.1,93.2,-42.0,4.021,5195.8,5,0,5,0,2,0,0,7,0,0
38357,36,143,2,999,0,-3.4,92.431,-26.9,0.739,5017.5,4,1,0,0,0,0,0,8,1,1
6290,30,179,5,999,0,1.1,93.994,-36.4,4.857,5191.0,1,1,2,0,0,2,1,6,3,1
15150,33,654,1,999,0,1.4,93.918,-42.7,4.958,5228.1,7,0,3,0,0,0,0,3,2,1
16299,33,282,2,999,0,1.4,93.918,-42.7,4.961,5228.1,7,2,3,1,2,0,0,3,3,1
11018,33,61,23,999,0,1.4,94.465,-41.8,4.962,5228.1,1,1,0,0,2,0,1,4,4,1
26579,42,269,1,999,0,-0.1,93.2,-42.0,4.076,5195.8,1,2,0,1,2,0,0,7,2,1
16297,29,503,7,999,0,1.4,93.918,-42.7,4.961,5228.1,6,1,6,0,2,0,0,3,3,1
23264,43,146,4,999,0,1.4,93.444,-36.1,4.964,5228.1,9,1,5,0,0,0,0,1,4,1
17530,41,112,2,999,0,1.4,93.918,-42.7,4.962,5228.1,9,0,5,0,2,0,0,3,1,1
